,index,Unnamed: 0,card_id,city_id,merchant_category_id,merchant_id,purchase_amount,purchase_date,state_id,subsector_id,currency,carbonEmissionInGrams
644,644,644,C_ID_c5bf64ecbd,19,4582,M_ID_6c62516d13,177,2018-03-27 07:23:20,9,19,DKK,33832.11
645,645,645,C_ID_c5bf64ecbd,19,3004,M_ID_6817a4dc5c,830,2018-03-20 09:04:13,9,36,GBP,1372586.16
646,646,646,C_ID_c5bf64ecbd,69,3557,M_ID_725a60d404,437,2018-03-16 12:48:08,9,33,GBP,133292.08
647,647,647,C_ID_c5bf64ecbd,-1,3621,M_ID_4e0998dc98,191,2018-03-25 18:15:44,-1,36,CHF,45136.49
648,648,648,C_ID_c5bf64ecbd,297,3031,M_ID_aca948d8da,550,2018-04-17 18:47:48,9,33,NZD,471198.77
649,649,649,C_ID_c5bf64ecbd,149,3952,M_ID_ad49138777,859,2018-04-23 09:48:29,9,27,AUD,146326.61
650,650,650,C_ID_c5bf64ecbd,314,8999,M_ID_0635569403,241,2018-04-13 12:48:04,9,27,RUB,682.75
651,651,651,C_ID_c5bf64ecbd,19,5874,M_ID_efb0aa1819,176,2018-04-17 10:31:06,9,27,EUR,43356.73
652,652,652,C_ID_c5bf64ecbd,-1,5963,M_ID_acd3ab2db4,762,2018-04-18 14:31:14,-1,1,NZD,113079.46
653,653,653,C_ID_c5bf64ecbd,19,3111,M_ID_d7a69f9355,551,2018-04-05 11:19:05,9,30,EUR,783624.67
654,654,654,C_ID_c5bf64ecbd,149,5948,M_ID_70e328fd4c,791,2018-03-06 13:45:09,9,20,DKK,26189.04
655,655,655,C_ID_3ab838c7d8,-1,3224,M_ID_9d74bfc385,148,2018-04-06 17:39:27,-1,37,SEK,20732.63
656,656,656,C_ID_3ab838c7d8,-1,3699,M_ID_2e92aeca5d,754,2018-03-23 21:19:30,-1,19,GBP,229982.21
657,657,657,C_ID_3ab838c7d8,-1,3819,M_ID_515ad56fa2,716,2018-03-12 21:55:56,-1,33,SEK,18499.8
658,658,658,C_ID_3ab838c7d8,-1,3225,M_ID_b0072c1ef8,544,2018-03-27 21:29:20,-1,33,NZD,466058.42
659,659,659,C_ID_3ab838c7d8,57,8050,M_ID_8ddd7f2be0,488,2018-03-14 19:43:35,5,33,RUB,505.63
660,660,660,C_ID_3ab838c7d8,57,3155,M_ID_4f45c65633,514,2018-04-03 15:45:19,5,36,PLN,159285.72
661,661,661,C_ID_3ab838c7d8,25,4457,M_ID_d19851effc,722,2018-04-12 11:14:38,7,19,SEK,22953.55
662,662,662,C_ID_3ab838c7d8,-1,8011,M_ID_63235dec86,700,2018-03-21 06:50:21,-1,18,GBP,73336.5
663,663,663,C_ID_3ab838c7d8,17,3378,M_ID_32191766cf,146,2018-04-30 12:09:43,22,37,AUD,26059.87
664,664,664,C_ID_3ab838c7d8,57,3141,M_ID_6d95ce0066,664,2018-04-01 07:22:34,5,19,CHF,850748.45
665,665,665,C_ID_3ab838c7d8,57,5915,M_ID_c22a6ce8b8,328,2018-03-11 07:15:03,5,16,EUR,80801.17
666,666,666,C_ID_3ab838c7d8,57,3048,M_ID_44ef728f73,822,2018-04-04 08:14:55,5,19,NZD,704227.99
667,667,667,C_ID_3ab838c7d8,57,5943,M_ID_86e7b19d17,207,2018-04-03 16:00:20,5,27,USD,42849.77
668,668,668,C_ID_3ab838c7d8,-1,3998,M_ID_69022c9dc3,226,2018-04-05 10:15:10,-1,21,EUR,59282.47
669,669,669,C_ID_3ab838c7d8,57,3278,M_ID_05c24c5b39,258,2018-03-11 13:45:03,5,19,USD,308326.3
670,670,670,C_ID_3ab838c7d8,-1,4789,M_ID_6b5be265e7,672,2018-03-14 16:39:31,-1,37,USD,155206.79
671,671,671,C_ID_3ab838c7d8,-1,3967,M_ID_3eecdf453a,753,2018-03-23 19:31:31,-1,37,USD,165976.73
672,672,672,C_ID_3ab838c7d8,57,8021,M_ID_c18a439a2c,159,2018-03-07 14:15:11,5,19,AUD,9303.08
673,673,673,C_ID_3ab838c7d8,57,3732,M_ID_b47a5576c6,851,2018-04-04 06:41:22,5,18,RUB,2567.11
674,674,674,C_ID_3ab838c7d8,69,5752,M_ID_15a7835c3e,824,2018-03-23 22:06:42,9,33,SEK,19994.35
675,675,675,C_ID_3ab838c7d8,-1,5789,M_ID_3b4df55a5b,194,2018-03-15 12:40:48,-1,37,DKK,6423.1
676,676,676,C_ID_3ab838c7d8,-1,3807,M_ID_6dd882da78,832,2018-04-06 12:36:56,-1,33,DKK,29331.92
677,677,677,C_ID_3ab838c7d8,57,3394,M_ID_74b6ff1666,104,2018-03-07 09:26:33,5,27,GBP,33238.81
678,678,678,C_ID_3ab838c7d8,-1,3991,M_ID_89eaffc4de,188,2018-03-20 04:07:08,-1,19,EUR,49314.62
679,679,679,C_ID_3ab838c7d8,57,3247,M_ID_5bce007c65,202,2018-03-03 12:08:32,5,37,RUB,3303.74
680,680,680,C_ID_3ab838c7d8,-1,5740,M_ID_85cc435309,703,2018-04-24 18:34:39,-1,37,SEK,17058.28
681,681,681,C_ID_3ab838c7d8,57,5841,M_ID_a7a84ee340,760,2018-03-03 15:10:55,5,37,RUB,2153.06
682,682,682,C_ID_3ab838c7d8,57,5772,M_ID_bc5cdb3286,203,2018-03-06 08:35:18,5,19,CAD,33340.36
683,683,683,C_ID_3ab838c7d8,57,5739,M_ID_4e16619b25,266,2018-04-26 14:27:57,5,27,RUB,753.57
684,684,684,C_ID_3ab838c7d8,57,5826,M_ID_3a6adeb6c8,253,2018-04-08 11:19:36,5,33,RUB,716.74
685,685,685,C_ID_3ab838c7d8,57,3922,M_ID_703d092bc3,495,2018-03-17 11:44:11,5,21,SEK,12789.67
686,686,686,C_ID_3ab838c7d8,57,5772,M_ID_783d4b5008,831,2018-03-19 16:34:04,5,19,AUD,132940.44
687,687,687,C_ID_da88b91cbc,-1,3506,M_ID_f3282cc107,359,2018-04-10 15:37:07,-1,29,CAD,62783.1
688,688,688,C_ID_da88b91cbc,-1,3373,M_ID_4c4837e52b,791,2018-04-10 08:14:42,-1,29,SEK,21415.08
689,689,689,C_ID_da88b91cbc,57,3644,M_ID_d0b175bdd0,386,2018-04-07 14:29:34,5,9,DKK,13608.32
690,690,690,C_ID_da88b91cbc,-1,3670,M_ID_0cd41198b2,472,2018-04-19 16:03:51,-1,16,SEK,12195.4
691,691,691,C_ID_da88b91cbc,-1,3116,M_ID_3fa94fbc8f,364,2018-03-07 17:09:17,-1,27,RUB,5953.27
692,692,692,C_ID_da88b91cbc,-1,3618,M_ID_9d07ff1f42,186,2018-04-21 13:08:06,-1,1,NZD,29391.1
693,693,693,C_ID_da88b91cbc,-1,5923,M_ID_e95406e275,513,2018-04-09 11:54:21,-1,41,GBP,146948.85
694,694,694,C_ID_da88b91cbc,-1,3077,M_ID_d88adbf3cc,215,2018-04-07 18:02:37,-1,19,GBP,355549.43
695,695,695,C_ID_da88b91cbc,-1,5803,M_ID_bf5779026a,960,2018-03-02 13:06:12,-1,16,CHF,213054.95
696,696,696,C_ID_da88b91cbc,-1,3514,M_ID_540344039a,789,2018-04-29 12:10:18,-1,37,GBP,240657.78
697,697,697,C_ID_da88b91cbc,-1,3558,M_ID_f9cfe0a43b,659,2018-04-07 19:27:21,-1,16,AUD,112257.55
698,698,698,C_ID_da88b91cbc,-1,3665,M_ID_a6237d9d9d,893,2018-04-22 13:53:39,-1,37,GBP,272379.46
699,699,699,C_ID_5004574fff,53,7379,M_ID_833b88f5df,187,2018-03-06 13:54:27,20,27,SEK,4537.55
700,700,700,C_ID_5004574fff,53,1407,M_ID_187b8f87c3,625,2018-03-21 10:44:22,20,34,USD,746914.48
701,701,701,C_ID_5004574fff,14,3149,M_ID_5ff5cad754,250,2018-03-26 07:16:46,20,18,CAD,237042.91
702,702,702,C_ID_5004574fff,69,5777,M_ID_00a6ca8a8a,551,2018-04-25 09:06:44,9,29,CAD,90495.27
703,703,703,C_ID_5004574fff,53,3358,M_ID_c00f4e4aea,115,2018-03-17 16:54:46,20,33,SEK,3113.44
704,704,704,C_ID_5004574fff,14,3800,M_ID_2f49f027dc,179,2018-03-23 16:24:16,20,18,EUR,46953.82
705,705,705,C_ID_0682c61725,19,5834,M_ID_1015eac53e,336,2018-04-09 11:49:24,9,21,DKK,11124.55
706,706,706,C_ID_0682c61725,238,7375,M_ID_48e7b313c2,834,2018-03-05 09:39:03,9,21,PLN,44767.94
707,707,707,C_ID_e30fc0a37d,296,5085,M_ID_ae71335908,175,2018-04-15 14:10:40,15,27,NZD,238776.9
708,708,708,C_ID_e30fc0a37d,193,5827,M_ID_6e1c46d10b,945,2018-03-30 20:11:32,15,1,NZD,140236.34
709,709,709,C_ID_e30fc0a37d,138,3803,M_ID_7d7c3ebdf4,778,2018-03-31 19:42:02,15,30,EUR,204078.6
710,710,710,C_ID_e30fc0a37d,193,7995,M_ID_9b7424d683,646,2018-04-18 08:24:16,15,16,GBP,107943.91
711,711,711,C_ID_e30fc0a37d,138,7379,M_ID_847712db95,464,2018-03-31 17:06:06,15,27,CHF,102976.56
712,712,712,C_ID_e30fc0a37d,296,3748,M_ID_0d4a1b51f1,445,2018-04-15 10:43:40,15,27,DKK,15688.35
713,713,713,C_ID_e30fc0a37d,193,5511,M_ID_68ad79d08a,451,2018-03-22 21:08:03,15,16,CHF,131138.32
714,714,714,C_ID_e30fc0a37d,193,3673,M_ID_25ea8942bd,533,2018-03-17 00:53:43,15,34,AUD,90794.05
715,715,715,C_ID_e30fc0a37d,296,5533,M_ID_095bfd263b,975,2018-04-15 13:25:48,15,27,SEK,30996.83
716,716,716,C_ID_c2b034498d,69,5198,M_ID_8f293b86a6,488,2018-03-14 18:02:20,9,29,NZD,665846.43
717,717,717,C_ID_c2b034498d,69,3736,M_ID_7dde560800,409,2018-04-16 21:25:36,9,19,PLN,23377.52
718,718,718,C_ID_c2b034498d,19,3204,M_ID_d9091b8255,494,2018-03-14 14:51:32,9,33,DKK,94424.07
719,719,719,C_ID_3820db9e00,158,3168,M_ID_d85c6b3c8a,463,2017-06-09 15:25:10,15,38,NOK,65188.75
720,720,720,C_ID_3820db9e00,158,8661,M_ID_1657c15e93,816,2017-07-15 12:33:13,15,21,USD,105571.9
721,721,721,C_ID_3820db9e00,158,8675,M_ID_2a12d9a9d6,700,2017-07-03 13:58:44,15,29,USD,144902.61
722,722,722,C_ID_3820db9e00,158,5936,M_ID_9fdd2f5f26,776,2017-06-12 11:29:02,15,33,NZD,115157.04
723,723,723,C_ID_3820db9e00,158,7375,M_ID_52f6d182e2,544,2017-07-03 14:06:20,15,27,SEK,13200.15
724,724,724,C_ID_3820db9e00,158,3402,M_ID_e87ee484ab,264,2017-06-16 22:23:41,15,37,NOK,7183.67
725,725,725,C_ID_3820db9e00,158,3752,M_ID_7da4de3b46,439,2017-06-03 12:06:24,15,7,PLN,25092.25
726,726,726,C_ID_3820db9e00,158,3145,M_ID_f327d5e166,206,2017-07-03 14:41:57,15,19,NZD,176485.36
727,727,727,C_ID_3820db9e00,158,4215,M_ID_7cb64bc77b,302,2017-07-03 15:43:00,15,16,RUB,534.72
728,728,728,C_ID_46d755bb3a,3,3125,M_ID_fd13f935ed,670,2018-04-07 15:28:04,16,33,PLN,207629.25
729,729,729,C_ID_46d755bb3a,3,3879,M_ID_c928e6cfa9,455,2018-03-01 14:17:36,16,16,PLN,26006.78
730,730,730,C_ID_46d755bb3a,3,7629,,772,2018-03-17 08:36:37,16,27,DKK,34198.3
731,731,731,C_ID_46d755bb3a,3,5867,M_ID_cfd4d8dfde,635,2018-04-11 16:21:39,16,19,RUB,1798.93
732,732,732,C_ID_46d755bb3a,3,3401,M_ID_d602365415,610,2018-04-06 12:35:10,16,29,RUB,1928.12
733,733,733,C_ID_46d755bb3a,3,3992,M_ID_f8369b8d0f,831,2018-04-21 10:40:13,16,33,EUR,217981.13
734,734,734,C_ID_46d755bb3a,88,5039,M_ID_49cede2458,345,2018-04-23 14:58:37,16,19,NZD,470731.6
735,735,735,C_ID_cb123befc4,69,3109,M_ID_1c3344a3ab,619,2017-12-12 10:58:20,9,25,CAD,586918.24
736,736,736,C_ID_cb123befc4,69,3250,M_ID_64a87fe046,178,2017-12-03 18:49:32,9,19,USD,212721.24
737,737,737,C_ID_cb123befc4,69,5855,M_ID_e9f8766ae0,681,2018-01-11 08:18:18,9,37,CAD,111846.24
738,738,738,C_ID_cb123befc4,69,3810,M_ID_c355870ab2,252,2017-12-16 13:01:22,9,41,SEK,6511.1
739,739,739,C_ID_cb123befc4,69,3193,M_ID_e6d5dcfa42,438,2018-01-11 09:34:18,9,19,GBP,724328.6
740,740,740,C_ID_cb123befc4,69,7922,M_ID_4acc02e5e4,406,2017-12-05 16:54:07,9,29,SEK,3968.0
741,741,741,C_ID_cb123befc4,69,5780,M_ID_8d458948c3,730,2017-12-13 16:12:10,9,27,GBP,209108.5
742,742,742,C_ID_cb123befc4,69,5927,M_ID_3f78680e1c,220,2017-12-13 13:47:52,9,27,RUB,623.25
743,743,743,C_ID_72423b0cbe,331,13,M_ID_6a6f54a098,183,2018-04-15 17:50:15,16,34,CHF,54527.52
744,744,744,C_ID_72423b0cbe,331,3376,M_ID_77e2942cd8,367,2018-04-13 18:52:42,16,33,CHF,90876.11
745,745,745,C_ID_72423b0cbe,88,3666,M_ID_3962bfe420,900,2018-03-09 08:39:32,16,37,NOK,23371.98
746,746,746,C_ID_72423b0cbe,88,7801,M_ID_47f3f73a30,123,2018-04-13 11:53:28,16,34,SEK,1741.01
747,747,747,C_ID_72423b0cbe,88,6300,M_ID_bd64b4999d,993,2018-03-23 06:20:53,16,37,NOK,24217.44
748,748,748,C_ID_72423b0cbe,88,3215,M_ID_455365c5cd,725,2018-03-13 16:30:16,16,37,SEK,101561.88
749,749,749,C_ID_72423b0cbe,88,5760,M_ID_34da31eb25,727,2018-04-16 06:49:58,16,19,CAD,119401.19
750,750,750,C_ID_72423b0cbe,331,3551,M_ID_1025b02fd3,836,2018-04-13 13:58:33,16,19,USD,184271.65
751,751,751,C_ID_72423b0cbe,60,3167,M_ID_ee75252e6a,857,2018-03-27 15:25:16,16,37,CHF,1098029.25
752,752,752,C_ID_528351ab5c,69,5047,M_ID_00a6ca8a8a,953,2018-03-08 11:55:44,9,29,AUD,204688.4
753,753,753,C_ID_528351ab5c,11,3240,M_ID_fead67b57d,594,2018-04-10 21:43:02,23,33,USD,709867.52
754,754,754,C_ID_528351ab5c,11,3773,M_ID_8fdcf1481d,679,2018-04-18 21:52:09,23,34,EUR,178109.73
755,755,755,C_ID_528351ab5c,11,3776,M_ID_61c6ec7359,268,2018-03-10 17:23:19,23,29,RUB,808.45
756,756,756,C_ID_528351ab5c,11,3284,M_ID_bf5b32fd87,749,2018-04-15 00:44:36,23,37,CHF,959654.5
757,757,757,C_ID_528351ab5c,11,5777,M_ID_ca942ccab7,545,2018-04-22 06:01:13,23,19,USD,112817.03
758,758,758,C_ID_9e4e79fab8,117,3396,M_ID_56ff1eb68a,240,2018-01-06 09:06:31,9,37,EUR,65965.72
759,759,759,C_ID_9e4e79fab8,117,3813,M_ID_6e21818220,148,2017-12-19 19:40:43,9,34,GBP,45142.4
760,760,760,C_ID_9e4e79fab8,291,3703,M_ID_9139332ccc,199,2018-01-05 22:39:31,9,7,NOK,5167.81
761,761,761,C_ID_9e4e79fab8,-1,3238,,295,2017-12-02 19:12:01,-1,37,AUD,272452.5
762,762,762,C_ID_9e4e79fab8,117,3365,M_ID_4466f5df10,850,2017-12-04 21:59:43,9,25,AUD,151718.41
763,763,763,C_ID_9e4e79fab8,117,3137,M_ID_2d95f5fdf9,180,2018-01-05 20:47:44,9,19,CHF,230624.58
764,764,764,C_ID_9e4e79fab8,117,3743,M_ID_cd9fd2d5ce,921,2017-12-21 14:53:16,9,2,NZD,145533.33
765,765,765,C_ID_9e4e79fab8,117,3594,M_ID_2c4b8c61f6,916,2017-12-01 18:47:57,9,33,NOK,23787.49
766,766,766,C_ID_9e4e79fab8,117,5867,M_ID_3ae79b5949,744,2017-12-01 16:55:31,9,37,DKK,24632.93
767,767,767,C_ID_9e4e79fab8,117,5768,M_ID_21d8385486,916,2017-12-24 16:55:55,9,37,PLN,49169.58
768,768,768,C_ID_9e4e79fab8,117,3908,M_ID_813b5efa94,902,2017-12-01 19:08:41,9,33,RUB,2720.96
769,769,769,C_ID_9e4e79fab8,117,9311,M_ID_c7b7c612b6,163,2017-12-25 07:35:41,9,34,DKK,3372.96
770,770,770,C_ID_8321873759,231,3651,M_ID_ce026d3882,816,2018-03-02 14:02:07,9,37,GBP,248893.22
771,771,771,C_ID_8321873759,69,3206,M_ID_820c7b73c8,753,2018-03-05 18:35:24,9,16,SEK,105484.27
772,772,772,C_ID_8321873759,69,5411,M_ID_8c2cbe164a,371,2018-03-15 18:24:14,9,12,PLN,26737.4
773,773,773,C_ID_8321873759,231,2741,M_ID_d1c8eef68c,826,2018-03-28 13:23:02,9,36,RUB,2340.03
774,774,774,C_ID_8321873759,-1,3160,M_ID_c2b9ac2ea4,462,2018-04-21 00:55:34,-1,25,SEK,64719.43
775,775,775,C_ID_8321873759,69,3943,M_ID_c7d69fe99f,820,2018-04-08 16:41:42,9,37,NZD,129573.65
776,776,776,C_ID_8321873759,69,3413,M_ID_cd5183192c,330,2018-03-31 17:23:07,9,37,CAD,60471.6
777,777,777,C_ID_8321873759,339,3674,M_ID_bdd4302333,315,2018-03-05 08:40:42,9,7,SEK,8138.88
778,778,778,C_ID_8321873759,69,5963,M_ID_697362ccad,584,2018-04-08 00:46:23,9,37,GBP,167286.8
779,779,779,C_ID_8321873759,69,5794,M_ID_b9dcf28cb9,506,2018-03-25 21:07:10,9,29,PLN,27161.36
780,780,780,C_ID_8321873759,231,3731,M_ID_79a0254b86,568,2018-03-22 09:43:10,9,36,CAD,99333.71
781,781,781,C_ID_8321873759,231,3194,M_ID_ad3bf19cf1,322,2018-03-06 13:19:05,9,20,USD,384810.34
782,782,782,C_ID_8321873759,69,5271,M_ID_e50788de0c,917,2018-03-05 21:04:06,9,30,NOK,29300.9
783,783,783,C_ID_8321873759,231,3027,M_ID_8b6b57d521,947,2018-04-18 12:28:02,9,16,USD,1131724.82
784,784,784,C_ID_8321873759,291,3024,M_ID_d855771cd9,103,2018-03-24 10:11:16,9,37,CAD,97661.68
785,785,785,C_ID_8321873759,291,3694,M_ID_1200abde43,445,2018-03-31 09:26:45,9,19,NZD,70317.41
786,786,786,C_ID_8321873759,69,1471,M_ID_3785954f8e,253,2018-04-08 12:44:03,9,27,CHF,35093.03
787,787,787,C_ID_b1f2ab5e6b,17,8734,M_ID_0e9937bec2,538,2018-03-10 13:38:34,22,19,SEK,13054.56
788,788,788,C_ID_b1f2ab5e6b,17,3755,M_ID_e342e61f0c,149,2018-04-10 09:48:18,22,27,SEK,3849.82
789,789,789,C_ID_b1f2ab5e6b,69,3745,M_ID_725a60d404,566,2018-04-05 08:49:41,9,29,RUB,1707.39
790,790,790,C_ID_b1f2ab5e6b,17,3393,M_ID_00b018b01e,957,2018-04-18 14:36:06,22,37,NZD,186068.72
791,791,791,C_ID_b1f2ab5e6b,17,2791,M_ID_50a3ec0e34,738,2018-04-29 17:28:26,22,27,GBP,211400.1
792,792,792,C_ID_b1f2ab5e6b,107,3388,M_ID_b7199b0053,354,2018-03-11 00:10:36,4,37,AUD,63186.26
793,793,793,C_ID_b1f2ab5e6b,17,3235,M_ID_3f010ea8fd,106,2018-04-29 15:25:09,22,37,SEK,14849.05
794,794,794,C_ID_b1f2ab5e6b,17,5764,M_ID_ee00385828,902,2018-04-06 09:39:33,22,29,CAD,148142.88
795,795,795,C_ID_b1f2ab5e6b,17,3830,M_ID_f5b9a15d3d,620,2018-03-31 11:21:21,22,33,PLN,35437.8
796,796,796,C_ID_b1f2ab5e6b,17,3126,M_ID_7c3c151f34,883,2018-04-24 13:25:22,22,37,CHF,1131341.69
797,797,797,C_ID_b1f2ab5e6b,69,3744,M_ID_b737e88e29,533,2018-03-29 14:42:40,9,7,SEK,13771.5
798,798,798,C_ID_b1f2ab5e6b,107,3565,M_ID_39833009b5,525,2018-03-10 16:24:14,4,37,DKK,18508.72
799,799,799,C_ID_b1f2ab5e6b,17,3385,M_ID_5533f08da2,362,2018-03-01 11:27:45,22,34,NOK,9850.33
800,800,800,C_ID_b1f2ab5e6b,17,7375,M_ID_c7a2879203,666,2018-03-16 23:17:33,22,37,DKK,22050.44
801,801,801,C_ID_b1f2ab5e6b,17,3923,M_ID_fc87cbcb85,745,2018-03-15 11:00:14,22,37,NOK,19346.81
802,802,802,C_ID_b1f2ab5e6b,17,3535,M_ID_db2369de12,384,2018-04-03 14:29:09,22,7,SEK,9921.68
803,803,803,C_ID_b1f2ab5e6b,17,7932,M_ID_130ca44b4e,579,2018-03-14 13:07:37,22,32,EUR,196781.78
804,804,804,C_ID_b1f2ab5e6b,17,3368,M_ID_4a6edcfd81,251,2018-04-17 18:55:01,22,27,PLN,15032.74
805,805,805,C_ID_b1f2ab5e6b,17,5912,M_ID_45cf032da6,860,2018-04-19 13:19:41,22,37,RUB,3271.03
806,806,806,C_ID_b1f2ab5e6b,17,1421,M_ID_49550db20f,412,2018-03-13 12:02:56,22,34,CAD,40411.73
807,807,807,C_ID_b1f2ab5e6b,17,5833,M_ID_5088425cef,577,2018-03-20 18:23:26,22,18,CHF,128054.9
808,808,808,C_ID_b1f2ab5e6b,17,3943,M_ID_93c66c0909,460,2018-04-12 19:40:07,22,19,NOK,11945.68
809,809,809,C_ID_b1f2ab5e6b,17,3992,M_ID_afc0c75caa,297,2018-03-29 12:09:23,22,18,PLN,16975.85
810,810,810,C_ID_b1f2ab5e6b,17,5796,M_ID_b7094bdbcb,648,2018-03-29 12:45:22,22,21,CHF,143812.09
811,811,811,C_ID_b1f2ab5e6b,17,3218,M_ID_5edb7feec6,961,2018-03-07 11:37:29,22,38,PLN,297808.52
812,812,812,C_ID_b1f2ab5e6b,17,5411,M_ID_b0071a0749,416,2018-03-10 13:41:30,22,34,RUB,1582.26
813,813,813,C_ID_b1f2ab5e6b,-1,3691,M_ID_865c10abd6,480,2018-04-20 14:19:36,-1,4,RUB,1447.96
814,814,814,C_ID_b1f2ab5e6b,52,3228,M_ID_079baf803f,554,2018-04-27 04:59:24,4,12,NOK,78001.23
815,815,815,C_ID_b1f2ab5e6b,17,3625,M_ID_9ff5c51d2c,462,2018-04-21 14:47:09,22,37,NZD,73003.69
816,816,816,C_ID_2158fb5770,69,5740,M_ID_59128141a2,377,2018-04-11 07:45:06,9,18,USD,78040.41
817,817,817,C_ID_2158fb5770,69,5804,M_ID_8110d5ebd1,150,2018-04-27 09:17:34,9,18,PLN,8051.79
818,818,818,C_ID_2158fb5770,69,5311,M_ID_8e5e172c5a,123,2018-04-27 10:46:33,9,19,CHF,16302.77
819,819,819,C_ID_2158fb5770,291,3225,M_ID_7acd7a1e17,751,2018-03-26 07:38:13,9,18,GBP,1241942.42
820,820,820,C_ID_2158fb5770,69,5044,M_ID_63fc82e799,160,2018-03-24 13:10:32,9,34,DKK,7087.73
821,821,821,C_ID_2158fb5770,69,5834,M_ID_857369d733,796,2018-04-04 10:26:10,9,19,GBP,228014.2
822,822,822,C_ID_2158fb5770,69,3940,M_ID_f096317d57,866,2018-03-26 13:57:01,9,27,EUR,227162.04
823,823,823,C_ID_2158fb5770,291,5137,M_ID_9480a1570a,825,2018-03-18 09:30:54,9,19,DKK,16312.97
824,824,824,C_ID_6fcd727ed0,174,3951,M_ID_f3ff741f12,669,2018-02-07 13:35:36,9,16,GBP,204055.84
825,825,825,C_ID_6fcd727ed0,-1,3271,M_ID_00a6ca8a8a,876,2018-03-28 14:00:07,-1,29,GBP,1448657.2
826,826,826,C_ID_6fcd727ed0,174,3620,M_ID_a91705659b,173,2018-02-07 17:52:11,9,33,USD,38132.77
827,827,827,C_ID_6fcd727ed0,174,3137,M_ID_aa5c861916,105,2018-03-27 10:01:06,9,29,EUR,149329.56
828,828,828,C_ID_6fcd727ed0,340,3234,,688,2018-02-07 14:32:46,9,27,EUR,978464.2
829,829,829,C_ID_6fcd727ed0,174,5755,M_ID_cb801482cb,735,2018-02-07 17:33:57,9,29,CAD,120715.1
830,830,830,C_ID_6fcd727ed0,174,1407,M_ID_0f4ee478a2,766,2018-03-03 17:56:09,9,33,NZD,656251.38
831,831,831,C_ID_c63e242d14,331,3693,M_ID_faeafd6d93,884,2017-12-11 19:59:56,16,5,AUD,150585.25
832,832,832,C_ID_c63e242d14,233,5747,M_ID_8a35264d70,439,2017-12-08 20:16:28,9,35,CAD,72100.58
833,833,833,C_ID_c63e242d14,233,3962,M_ID_1c38145241,911,2018-01-27 17:27:47,9,33,PLN,52070.71
834,834,834,C_ID_c63e242d14,233,7996,M_ID_8574fb0101,775,2018-01-28 07:30:01,9,16,CHF,100331.87
835,835,835,C_ID_c63e242d14,-1,5920,M_ID_82402ab7ed,903,2017-12-11 19:33:35,-1,27,DKK,29897.22
836,836,836,C_ID_c63e242d14,233,3761,M_ID_31380ea4e7,754,2017-12-28 19:53:09,9,16,NZD,119144.55
837,837,837,C_ID_c63e242d14,233,3079,M_ID_fcc74d42d2,895,2017-12-06 17:59:54,9,19,RUB,14637.85
838,838,838,C_ID_c63e242d14,69,3041,M_ID_cd2c0b07e9,756,2017-12-11 09:54:45,9,17,CAD,716817.75
839,839,839,C_ID_c63e242d14,69,1711,M_ID_5111e3c83c,380,2017-12-02 06:47:06,9,19,SEK,84779.16
840,840,840,C_ID_c63e242d14,233,5231,M_ID_2268b201b1,409,2017-12-10 16:50:35,9,27,CAD,53178.97
841,841,841,C_ID_c63e242d14,213,5809,M_ID_0088e0fbb9,608,2017-12-20 14:33:30,9,18,EUR,149777.78
842,842,842,C_ID_c63e242d14,331,3188,M_ID_7735a37a17,661,2017-12-13 13:17:04,16,30,CAD,626741.44
843,843,843,C_ID_c63e242d14,233,3383,M_ID_4dd7148907,589,2017-12-05 08:47:01,9,18,CHF,145847.49
844,844,844,C_ID_c63e242d14,233,3152,M_ID_7d516b8af1,208,2018-01-27 18:47:23,9,19,AUD,192102.1
845,845,845,C_ID_c63e242d14,233,3718,M_ID_dd90fa5741,429,2017-12-01 20:46:19,9,34,USD,94560.45
846,846,846,C_ID_2b9ed150e4,143,3659,M_ID_f3eab87320,880,2018-04-19 13:10:50,5,37,CHF,207958.72
847,847,847,C_ID_2b9ed150e4,143,52,M_ID_539f570b39,715,2018-03-20 14:08:26,5,27,PLN,51528.95
848,848,848,C_ID_2b9ed150e4,143,5801,M_ID_aceed1e669,774,2018-03-07 13:06:36,5,37,CAD,127120.39
849,849,849,C_ID_2b9ed150e4,69,3218,M_ID_886b6f3d85,927,2018-03-11 11:45:25,9,25,CHF,1187716.59
850,850,850,C_ID_2b9ed150e4,69,3394,M_ID_9f8cf57444,321,2018-03-12 15:27:15,9,29,CHF,79485.65
851,851,851,C_ID_2b9ed150e4,143,3660,M_ID_4667e2808a,490,2018-04-16 13:34:04,5,34,NZD,77428.16
852,852,852,C_ID_2b9ed150e4,69,3104,M_ID_f58e44a5ba,777,2018-04-12 11:43:15,9,29,NZD,665675.36
853,853,853,C_ID_2b9ed150e4,143,6513,M_ID_3522ca0825,425,2018-04-05 13:02:10,5,21,PLN,22813.4
854,854,854,C_ID_2b9ed150e4,295,3647,M_ID_eb4b332842,274,2018-03-12 16:01:34,9,19,SEK,7079.53
855,855,855,C_ID_2b9ed150e4,69,3715,M_ID_5ba019a379,829,2018-03-10 16:21:18,9,37,CAD,144978.25
856,856,856,C_ID_2b9ed150e4,69,5732,M_ID_544e57345e,313,2018-03-09 10:02:01,9,34,EUR,103164.96
